순위,관광지명,주소,분류,현지인 검색 수
42,구포축산물도매시장,부산 북구 사상로583번길 25-0,농수축산물시장,440
43,GS더프레시구포점,부산 북구 낙동대로1780번길 106-0,쇼핑기타,434
44,우창웰스골프연습장,부산 북구 기찰로 164-0,골프장,422
45,화명생태공원요트계류장,부산 북구,수상해양스포츠,400
46,GS더프레시화명점,부산 북구 대천천길 15-0,쇼핑기타,394
46,미래스크린골프,부산 북구 백양대로 1057-0,골프장,394
48,구포무장애숲길,부산 북구,여행/레저기타,389
49,구포어린이교통공원,부산 북구 낙동북로 687-0,공원,378
50,피트니스캐슬,부산 북구 금곡대로 126-0,레저/스포츠기타,368
51,화명수상레포츠타운,부산 북구,수상해양스포츠,361
52,화명롯데캐슬카이저상가,부산 북구 금곡대로 166-0,쇼핑기타,355
53,부산어촌민속관,부산 북구 학사로 128-0,박물관/기념관,353
54,브라운도트호텔화명점,부산 북구 금곡대로303번길 89-0,호텔,350
55,화명휘트니스,부산 북구 금곡대로 287-0,레저/스포츠기타,349
56,상학작은도서관,부산 북구 상학산복길 215-0,문화생활시설기타,343
57,백양산동문굿모닝힐1단지아파트상가,부산 북구 덕천로276번길 60-0,쇼핑기타,335
58,굿모닝공구테크,부산 북구 사상로 611-0,쇼핑기타,323
59,e편한세상화명힐스,부산 북구 화명대로 68-0,쇼핑기타,312
60,구포유림노르웨이숲아파트상가,부산 북구 낙동북로 736-0,쇼핑기타,311
61,브라운도트만덕점,부산 북구 만덕고개길 70-0,모텔/여관,307
62,투헤븐모텔,부산 북구 만덕고개길 74-0,모텔/여관,285
63,호산스포렉스,부산 북구 덕천로 188-0,레저/스포츠기타,282
64,신마트대림점,부산 북구 금곡대로 268-0,쇼핑기타,270
65,벨로시티휘트니스화명점,부산 북구 화명대로 27-0,레저/스포츠기타,261
66,덕천주공2단지아파트상가,부산 북구 덕천로 76-0,쇼핑기타,257
67,만덕주공3단지아파트상가,부산 북구 함박봉로140번길 21-1,쇼핑기타,248
68,온그린골프스크린,부산 북구 금곡대로 287-0,골프장,247
69,럭키만덕2차아파트상가,부산 북구 덕천로234번길 24-0,쇼핑기타,242
70,하나로마트북부산농협만덕점,부산 북구 만덕1로 21-0,쇼핑기타,241
71,브라운도트호텔구포점,부산 북구 낙동대로1762번길 27-0,호텔,236
72,금수사,부산 북구 시랑로185번길 20-0,절,230
73,금곡청소년수련관,부산 북구 효열로 158-0,수련장,227
74,덕천시장,부산 북구 만덕대로78번길 22-0,재래시장,226
75,부산북구문화예술회관,부산 북구 금곡대로46번길 50-0,공연장,223
76,현대레포션볼링센터,부산 북구 덕천로 253-0,레저/스포츠기타,218
77,백양생활체육관,부산 북구,운동장,211
78,이데아호텔,부산 북구 구포만세길 143-0,모텔/여관,203
79,화명생태공원축구장,부산 북구,운동장,202
80,하나로마트북부산농협본점,부산 북구 덕천1길 18-0,쇼핑기타,197
81,덴바스타호텔 포레스트,부산 북구 만덕고개길 72-3,호텔,191
82,럭키스크린골프연습장,부산 북구 산성로 39-0,골프장,183
83,반도문구센타,부산 북구 금곡대로61번길 22-0,쇼핑기타,182
84,호텔런더너,부산 북구 금곡대로303번길 85-0,모텔/여관,176
85,스파호텔,부산 북구 금곡대로285번길 68-0,모텔/여관,175
86,석불사,부산 북구 만덕고개길 143-79,절,174
87,투헤븐호텔,부산 북구 낙동대로 1779-8,모텔/여관,170
88,레인보우스퀘어락볼링장,부산 북구 금곡대로8번길 33-0,레저/스포츠기타,165
88,크로스핏팀몬스터,부산 북구 덕천로281번길 24-0,운동장,165
90,구룡사,부산 북구 금곡대로 66-19,절,164
91,만덕시장,부산 북구 만덕1로24번길 8-0,종합시장,159
91,웰컴백,부산 북구 금곡대로 287-0,쇼핑기타,159
93,덕진수산,부산 북구 금곡대로 72-0,농수축산물시장,158
94,CU금곡율리점,부산 북구 화명신도시로 253-0,쇼핑기타,153
95,MU모텔,부산 북구 가람로 54-0,모텔/여관,148
96,테크노모텔,부산 북구 가람로 56-0,모텔/여관,138
97,HM풋살파크부산북구점,부산 북구 금곡대로 469-0,운동장,135
98,에이유호텔,부산 북구 금곡대로7번길 38-0,모텔/여관,132
99,와우모텔,부산 북구 낙동대로1739번길 12-0,모텔/여관,131
100,아바모텔,부산 북구 화명대로 6-0,모텔/여관,127
