순위,관광지명,주소,분류,외지인 검색 수
54,HM풋살파크부산북구점,부산 북구 금곡대로 469-0,운동장,1309
55,화명생태공원축구장,부산 북구,운동장,1254
56,화명생태공원요트계류장,부산 북구,수상해양스포츠,1204
57,레인보우스퀘어락볼링장,부산 북구 금곡대로8번길 33-0,레저/스포츠기타,1173
58,화명생태공원야구장,부산 북구,운동장,1165
59,덕천시장,부산 북구 만덕대로78번길 22-0,재래시장,1138
60,스카이모텔,부산 북구 금곡대로285번길 62-0,모텔/여관,1127
61,투헤븐모텔,부산 북구 만덕고개길 74-0,모텔/여관,1126
62,이데아호텔,부산 북구 구포만세길 143-0,모텔/여관,1125
62,석불사,부산 북구 만덕고개길 143-79,절,1125
64,덕진수산,부산 북구 금곡대로 72-0,농수축산물시장,1119
65,부산북구문화예술회관,부산 북구 금곡대로46번길 50-0,공연장,1113
66,화명롯데캐슬카이저상가,부산 북구 금곡대로 166-0,쇼핑기타,1077
67,미래스크린골프,부산 북구 백양대로 1057-0,골프장,1043
68,구포어린이교통공원,부산 북구 낙동북로 687-0,공원,1023
69,호텔런더너,부산 북구 금곡대로303번길 85-0,모텔/여관,1021
70,투헤븐호텔,부산 북구 낙동대로 1779-8,모텔/여관,933
71,스파호텔,부산 북구 금곡대로285번길 68-0,모텔/여관,931
72,온그린골프스크린,부산 북구 금곡대로 287-0,골프장,917
73,호텔엠브이지,부산 북구 만덕고개길 72-2,모텔/여관,891
74,골프프렌드골때려골프부산화명점,부산 북구 금곡대로 102-0,쇼핑기타,847
75,구포유림노르웨이숲아파트상가,부산 북구 낙동북로 736-0,쇼핑기타,836
76,하나로마트북부산농협만덕점,부산 북구 만덕1로 21-0,쇼핑기타,711
77,하나로마트북부산농협본점,부산 북구 덕천1길 18-0,쇼핑기타,710
78,피트니스캐슬,부산 북구 금곡대로 126-0,레저/스포츠기타,701
79,에이유호텔,부산 북구 금곡대로7번길 38-0,모텔/여관,687
80,호산스포렉스,부산 북구 덕천로 188-0,레저/스포츠기타,672
81,모텔25시,부산 북구 만덕대로66번길 4-0,모텔/여관,670
82,아바모텔,부산 북구 화명대로 6-0,모텔/여관,655
83,구룡사,부산 북구 금곡대로 66-19,절,646
84,골프존마켓부산덕천점,부산 북구 금곡대로 47-0,쇼핑기타,629
85,비앤비모텔,부산 북구 금곡대로285번길 78-0,모텔/여관,623
86,백양산동문굿모닝힐1단지아파트상가,부산 북구 덕천로276번길 60-0,쇼핑기타,611
87,화명휘트니스,부산 북구 금곡대로 287-0,레저/스포츠기타,607
88,와우모텔,부산 북구 낙동대로1739번길 12-0,모텔/여관,596
89,화명생태공원튤립꽃밭,부산 북구,관광명소기타,584
90,MU모텔,부산 북구 가람로 54-0,모텔/여관,582
90,현대레포션볼링센터,부산 북구 덕천로 253-0,레저/스포츠기타,582
92,상학작은도서관,부산 북구 상학산복길 215-0,문화생활시설기타,578
93,알라딘중고서점부산덕천점,부산 북구 만덕대로27번길 3-0,쇼핑기타,553
94,금곡청소년수련관,부산 북구 효열로 158-0,수련장,545
95,신마트대림점,부산 북구 금곡대로 268-0,쇼핑기타,542
96,그레이부띠끄호텔,부산 북구 금곡대로285번길 88-0,모텔/여관,529
96,GS더프레시만덕점,부산 북구 덕천로 188-0,쇼핑기타,529
98,웰컴백,부산 북구 금곡대로 287-0,쇼핑기타,523
99,이마트에브리데이부산구포점,부산 북구 시랑로 128-0,쇼핑기타,510
100,호텔브리즈,부산 북구 금곡대로285번길 84-0,모텔/여관,509
