순위,관광지명,주소,분류,합산 검색 수
45,영무파라드호텔해운대,부산 해운대구 해운대해변로298번길 25-0,호텔,16695
46,그린나래호텔,부산 해운대구 해운대해변로 233-0,호텔,16543
47,해운대블루라인파크송정정거장,부산 해운대구 송정중앙로8번길 60-0,관광명소기타,16356
48,해운대로데오아울렛,부산 해운대구 좌동순환로 473-0,쇼핑센터,16069
49,부산시립미술관,부산 해운대구 APEC로 58-0,미술관,16054
49,해운대도서관본관,부산 해운대구 양운로 183-0,문화생활시설기타,16054
51,뮤지엄다,부산 해운대구 센텀서로 20-0,미술관,15023
52,페어필드바이메리어트부산,부산 해운대구 해운대해변로 314-0,호텔,15010
53,반여도서관,부산 해운대구 재반로282번길 38-0,문화생활시설기타,14859
54,해리단길,부산 해운대구,놀거리기타,14681
55,CGV해운대,부산 해운대구 해운대로 620-0,극장,14216
56,탑마트해운대점,부산 해운대구 좌동로 38-0,쇼핑기타,14012
57,청사포다릿돌전망대,부산 해운대구,전망대,13740
58,호텔일루아,부산 해운대구 달맞이길 97-0,호텔,13444
59,세이브존해운대점,부산 해운대구 구남로29번길 21-0,쇼핑센터,12969
60,석대화훼단지,부산 해운대구 반송로 524-0,쇼핑기타,12485
61,반송큰시장,부산 해운대구 윗반송로35번길 68-0,재래시장,12462
62,해운대블루라인파크청사포정거장,부산 해운대구 청사포로 116-0,관광명소기타,12344
63,에이블베이비부산점,부산 해운대구 송정광어골로82번길 141-8,쇼핑기타,11531
64,그랜드엘시티레지던스,부산 해운대구 달맞이길 30-0,호텔,11418
65,동백공원,부산 해운대구 동백로 99-0,공원,11252
66,이비스버젯앰배서더호텔부산해운대,부산 해운대구 해운대해변로209번길 8-0,호텔,11230
67,다이소해운대장산본점,부산 해운대구 해운대로 785-0,쇼핑기타,11157
68,베니키아호텔해운대,부산 해운대구 해운대해변로 317-0,호텔,11013
69,플레아드블랑호텔,부산 해운대구 해운대해변로298번길 29-0,호텔,10431
70,부산엑스더스카이,부산 해운대구 달맞이길 30-0,전망대,10416
71,APEC나루공원,부산 해운대구,공원,10139
72,파라다이스호텔신관,부산 해운대구 해운대해변로 296-0,호텔,9770
73,해운대블루라인파크,부산 해운대구,테마파크,9659
74,해운대전통시장,부산 해운대구 구남로41번길 5-0,시장기타,9633
75,대천공원,부산 해운대구 장산로 331-19,공원,9592
76,키자니아부산점,부산 해운대구 센텀4로 15-0,놀이시설,8916
77,세븐티나인우창골프클럽,부산 해운대구 좌동순환로 77-0,골프장,8899
78,토요코인부산해운대2호점,부산 해운대구 해운대해변로237번길 5-0,호텔,8846
79,베스트웨스턴해운대호텔,부산 해운대구 구남로 42-0,호텔,8756
80,탑마트반송점,부산 해운대구 윗반송로 8-0,쇼핑기타,8687
81,해운대센트럴호텔,부산 해운대구 해운대해변로298번길 33-0,호텔,8478
82,해운정사,부산 해운대구 우동2로 40-6,절,8289
83,탑마트반여점,부산 해운대구 선수촌로 119-0,쇼핑기타,8253
84,마리안느호텔,부산 해운대구 해운대해변로 310-0,호텔,8122
85,부산관광공사 아르피나,부산 해운대구 해운대해변로 35-0,유스호스텔,8058
86,호텔더마크해운대,부산 해운대구 해운대해변로298번길 29-0,호텔,7870
87,부산사회체육센터,부산 해운대구 APEC로 68-0,레저/스포츠기타,7867
88,재송볼링장,부산 해운대구 재반로 16-0,레저/스포츠기타,7453
89,이비스앰배서더부산해운대,부산 해운대구 해운대해변로237번길 12-0,호텔,7229
90,베스타골프,부산 해운대구 아랫반송로50번길 110-0,골프장,7130
91,문탠로드,부산 해운대구,여행/레저기타,7072
92,썬클라우드호텔,부산 해운대구 해운대해변로 287-0,호텔,6732
93,고래사어묵해운대점,부산 해운대구 구남로 14-0,쇼핑기타,6721
94,CGV센텀시티,부산 해운대구 센텀남대로 35-0,극장,6615
95,호랑이젤라떡,부산 해운대구 달맞이길62번길 38-0,쇼핑기타,6550
96,아르피나스포츠센터,부산 해운대구 해운대해변로 35-0,레저/스포츠기타,6461
97,해운대온천센터,부산 해운대구 중동2로 16-0,온천,6459
98,코오롱세이브프라자해운대점,부산 해운대구 양운로 52-0,쇼핑기타,6271
99,송림공원,부산 해운대구 해운대해변로 218-0,공원,6209
100,해운대인문학도서관,부산 해운대구 반여로 132-0,문화생활시설기타,6034
