순위,관광지명,주소,분류,외지인 검색 수
33,영화의전당,부산 해운대구 수영강변대로 120-0,극장,27387
34,골든튤립해운대호텔앤스위트,부산 해운대구 해운대해변로 322-0,호텔,27006
35,해운대수목원,부산 해운대구,동식물원,26879
36,부산광역시립반송도서관,부산 해운대구 아랫반송로 22-0,문화생활시설기타,25915
37,제니스스퀘어,부산 해운대구 마린시티2로 33-0,쇼핑기타,23354
38,펠릭스바이에스티엑스,부산 해운대구 해운대로 620-0,호텔,21824
39,좌동재래시장,부산 해운대구 좌동로91번길 20-0,재래시장,20288
40,해운대구문화복합센터,부산 해운대구 센텀중앙로 170-0,문화생활시설기타,19518
41,홈플러스부산반여점,부산 해운대구 선수촌로21번길 37-0,쇼핑센터,19464
42,해운대블루라인파크송정정거장,부산 해운대구 송정중앙로8번길 60-0,관광명소기타,15553
43,그린나래호텔,부산 해운대구 해운대해변로 233-0,호텔,15509
44,영무파라드호텔해운대,부산 해운대구 해운대해변로298번길 25-0,호텔,15242
45,벽산E-오렌지프라자,부산 해운대구 마린시티3로 23-0,쇼핑기타,15071
46,부산시립미술관,부산 해운대구 APEC로 58-0,미술관,13905
47,페어필드바이메리어트부산,부산 해운대구 해운대해변로 314-0,호텔,13877
48,뮤지엄다,부산 해운대구 센텀서로 20-0,미술관,13769
49,롯데시네마프리미엄해운대,부산 해운대구 해운대로 802-0,극장,13377
50,청사포다릿돌전망대,부산 해운대구,전망대,12795
51,마린파크,부산 해운대구 마린시티2로 2-0,쇼핑기타,12582
52,해리단길,부산 해운대구,놀거리기타,12321
53,해운대로데오아울렛,부산 해운대구 좌동순환로 473-0,쇼핑센터,11850
54,해운대블루라인파크청사포정거장,부산 해운대구 청사포로 116-0,관광명소기타,11728
55,호텔일루아,부산 해운대구 달맞이길 97-0,호텔,11438
56,CGV해운대,부산 해운대구 해운대로 620-0,극장,11177
57,석대화훼단지,부산 해운대구 반송로 524-0,쇼핑기타,10438
58,그랜드엘시티레지던스,부산 해운대구 달맞이길 30-0,호텔,10412
59,에이블베이비부산점,부산 해운대구 송정광어골로82번길 141-8,쇼핑기타,10403
60,동백공원,부산 해운대구 동백로 99-0,공원,10310
61,이비스버젯앰배서더호텔부산해운대,부산 해운대구 해운대해변로209번길 8-0,호텔,10256
62,해운대도서관본관,부산 해운대구 양운로 183-0,문화생활시설기타,10068
63,베니키아호텔해운대,부산 해운대구 해운대해변로 317-0,호텔,10009
64,세이브존해운대점,부산 해운대구 구남로29번길 21-0,쇼핑센터,9955
65,부산엑스더스카이,부산 해운대구 달맞이길 30-0,전망대,9644
66,플레아드블랑호텔,부산 해운대구 해운대해변로298번길 29-0,호텔,9573
67,반여도서관,부산 해운대구 재반로282번길 38-0,문화생활시설기타,9562
68,해운대블루라인파크,부산 해운대구,테마파크,9285
69,탑마트해운대점,부산 해운대구 좌동로 38-0,쇼핑기타,9244
70,반송큰시장,부산 해운대구 윗반송로35번길 68-0,재래시장,9090
71,해운대전통시장,부산 해운대구 구남로41번길 5-0,시장기타,8729
72,키자니아부산점,부산 해운대구 센텀4로 15-0,놀이시설,8581
73,파라다이스호텔신관,부산 해운대구 해운대해변로 296-0,호텔,8477
74,베스트웨스턴해운대호텔,부산 해운대구 구남로 42-0,호텔,8164
75,APEC나루공원,부산 해운대구,공원,7947
76,다이소해운대장산본점,부산 해운대구 해운대로 785-0,쇼핑기타,7825
77,토요코인부산해운대2호점,부산 해운대구 해운대해변로237번길 5-0,호텔,7794
78,해운대센트럴호텔,부산 해운대구 해운대해변로298번길 33-0,호텔,7680
79,마리안느호텔,부산 해운대구 해운대해변로 310-0,호텔,7457
80,호텔더마크해운대,부산 해운대구 해운대해변로298번길 29-0,호텔,7247
81,대천공원,부산 해운대구 장산로 331-19,공원,6838
82,이비스앰배서더부산해운대,부산 해운대구 해운대해변로237번길 12-0,호텔,6707
83,탑마트반송점,부산 해운대구 윗반송로 8-0,쇼핑기타,6560
84,해운정사,부산 해운대구 우동2로 40-6,절,6498
85,썬클라우드호텔,부산 해운대구 해운대해변로 287-0,호텔,6461
86,문탠로드,부산 해운대구,여행/레저기타,6272
87,세븐티나인우창골프클럽,부산 해운대구 좌동순환로 77-0,골프장,6188
88,부산관광공사 아르피나,부산 해운대구 해운대해변로 35-0,유스호스텔,6141
89,탑마트반여점,부산 해운대구 선수촌로 119-0,쇼핑기타,5971
90,호랑이젤라떡,부산 해운대구 달맞이길62번길 38-0,쇼핑기타,5917
91,고래사어묵해운대점,부산 해운대구 구남로 14-0,쇼핑기타,5852
92,CGV센텀시티,부산 해운대구 센텀남대로 35-0,극장,5780
93,송림공원,부산 해운대구 해운대해변로 218-0,공원,5601
94,코오롱세이브프라자해운대점,부산 해운대구 양운로 52-0,쇼핑기타,5554
95,부산사회체육센터,부산 해운대구 APEC로 68-0,레저/스포츠기타,5529
96,선셋호텔,부산 해운대구 구남로 46-0,호텔,5524
97,베이몬드호텔,부산 해운대구 해운대해변로209번가길 27-0,호텔,5375
98,베스트루이스해밀턴호텔해운대점,부산 해운대구 해운대해변로209번가길 8-0,호텔,5298
99,재송볼링장,부산 해운대구 재반로 16-0,레저/스포츠기타,5258
100,베스타골프,부산 해운대구 아랫반송로50번길 110-0,골프장,5242
