순위,관광지명,주소,분류,현지인 검색 수
60,부산시립미술관,부산 해운대구 APEC로 58-0,미술관,2149
61,탑마트반송점,부산 해운대구 윗반송로 8-0,쇼핑기타,2127
62,석대화훼단지,부산 해운대구 반송로 524-0,쇼핑기타,2047
63,펠릭스바이에스티엑스,부산 해운대구 해운대로 620-0,호텔,2030
64,골든튤립해운대호텔앤스위트,부산 해운대구 해운대해변로 322-0,호텔,2026
65,호텔일루아,부산 해운대구 달맞이길 97-0,호텔,2006
66,부산관광공사 아르피나,부산 해운대구 해운대해변로 35-0,유스호스텔,1917
67,해운대온천센터,부산 해운대구 중동2로 16-0,온천,1898
68,베스타골프,부산 해운대구 아랫반송로50번길 110-0,골프장,1888
69,해운정사,부산 해운대구 우동2로 40-6,절,1791
70,한라프라자,부산 해운대구 좌동순환로 395-0,쇼핑기타,1744
71,다이소부산센텀시티점,부산 해운대구 센텀5로 55-0,쇼핑기타,1513
72,대동상가,부산 해운대구 대천로103번길 29-0,쇼핑기타,1496
73,재송어린이도서관,부산 해운대구 해운대로76번길 35-1,문화생활시설기타,1470
74,영무파라드호텔해운대,부산 해운대구 해운대해변로298번길 25-0,호텔,1453
75,삼호골프장,부산 해운대구 해운대로 35-0,골프장,1451
76,경동경남마리나상가,부산 해운대구 해운대해변로 83-0,쇼핑기타,1305
77,파라다이스호텔신관,부산 해운대구 해운대해변로 296-0,호텔,1293
78,뮤지엄다,부산 해운대구 센텀서로 20-0,미술관,1254
79,부산한마음스포츠센터,부산 해운대구 세실로 175-0,레저/스포츠기타,1251
80,다이소부산반여본점,부산 해운대구 선수촌로 136-0,쇼핑기타,1250
81,신도시시장,부산 해운대구 좌동로 152-0,시장기타,1139
82,페어필드바이메리어트부산,부산 해운대구 해운대해변로 314-0,호텔,1133
83,에이블베이비부산점,부산 해운대구 송정광어골로82번길 141-8,쇼핑기타,1128
84,삼정코아상가,부산 해운대구 세실로 48-0,쇼핑기타,1121
85,해운대힐스테이트위브상가,부산 해운대구 좌동순환로433번길 30-1,쇼핑기타,1093
86,동부올림픽타운아파트상가,부산 해운대구 해운대로 428-0,쇼핑기타,1088
87,토요코인부산해운대2호점,부산 해운대구 해운대해변로237번길 5-0,호텔,1052
88,그린나래호텔,부산 해운대구 해운대해변로 233-0,호텔,1034
89,알라딘중고서점부산센텀점,부산 해운대구 센텀동로 9-0,쇼핑기타,1010
90,그랜드엘시티레지던스,부산 해운대구 달맞이길 30-0,호텔,1006
91,베니키아호텔해운대,부산 해운대구 해운대해변로 317-0,호텔,1004
92,이비스버젯앰배서더호텔부산해운대,부산 해운대구 해운대해변로209번길 8-0,호텔,974
93,해운대도서관우동분관,부산 해운대구 우동1로 89-0,문화생활시설기타,958
94,청사포다릿돌전망대,부산 해운대구,전망대,945
95,동백공원,부산 해운대구 동백로 99-0,공원,942
96,벡스코오디토리움,부산 해운대구 APEC로 55-0,전시장,915
97,재송시장,부산 해운대구 재송1로60번길 16-0,종합시장,909
98,해운대전통시장,부산 해운대구 구남로41번길 5-0,시장기타,904
99,롯데시네마센텀시티,부산 해운대구 센텀남대로 59-0,극장,884
100,고래사어묵해운대점,부산 해운대구 구남로 14-0,쇼핑기타,869
